"","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","Losses","Cluster"
"7603",38,2,1,1,5,1,729,3
"7604",11,2,0,1,15,0,292,2
"7605",47,2,1,1,5,0,58,4
"7606",4,2,1,1,14,1,1029,3
"7607",24,2,0,1,3,0,465,4
"7608",9,2,0,1,6,0,500,4
"7609",6,2,0,0,15,0,101,2
"7610",6,2,1,1,14,0,149,2
"7611",36,2,0,1,6,0,394,4
"7612",47,2,1,1,15,0,52,4
"7613",0,2,1,0,10,0,353,2
"7614",21,2,0,1,7,0,376,4
"7615",17,2,1,0,13,0,257,2
"7616",37,2,1,1,0,1,611,3
"7617",12,2,1,1,0,1,598,3
"7618",17,2,0,0,9,0,317,2
"7619",34,2,0,0,10,0,348,1
"7620",24,2,1,0,11,0,156,1
"7621",24,2,0,1,1,1,654,3
"7622",31,2,0,0,12,0,226,1
"7623",44,2,0,1,14,0,273,4
"7624",49,2,1,0,10,0,114,1
"7625",28,2,0,1,1,1,624,3
"7626",3,2,0,0,12,0,299,2
"7627",43,2,1,1,14,0,157,4
"7628",44,2,1,0,6,0,212,1
"7629",42,2,1,0,4,0,326,1
"7630",42,2,1,0,4,0,370,1
"7631",0,2,1,0,14,0,192,2
"7632",53,2,0,1,6,0,95,4
"7633",12,2,0,0,11,0,312,2
"7634",21,2,0,1,1,0,492,4
"7635",25,2,0,0,0,1,504,3
"7636",8,2,0,1,9,1,655,3
"7637",10,2,0,1,6,0,438,4
"7638",13,2,1,0,10,0,378,2
"7639",6,2,1,0,12,0,376,2
"7640",48,2,0,1,12,0,158,4
"7641",10,2,0,0,8,0,307,2
"7642",43,2,1,1,12,0,20,4
"7643",44,2,0,1,4,0,279,4
"7644",32,2,0,0,14,0,145,2
"7645",32,2,1,1,8,0,467,4
"7646",49,2,1,0,5,0,360,1
"7647",47,2,0,0,5,0,333,1
"7648",45,2,1,0,14,0,190,1
"7649",40,2,1,0,2,1,652,3
"7650",46,2,0,1,4,0,392,4
"7651",3,2,1,1,11,1,661,3
"7652",12,2,0,1,4,1,696,3
"7653",14,2,0,1,8,0,471,4
"7654",11,2,1,0,14,0,239,2
"7655",0,2,1,0,12,0,500,2
"7656",5,2,1,1,7,1,531,3
"7657",33,2,1,1,8,0,457,4
"7658",6,2,1,1,15,1,780,3
"7659",21,2,0,1,4,1,740,3
"7660",43,2,0,0,8,0,199,1
"7661",35,2,1,1,12,0,172,4
"7662",50,2,1,1,6,0,347,4
"7663",5,2,0,0,1,0,446,2
"7664",5,2,1,0,11,0,363,2
"7665",17,2,0,0,6,0,314,1
"7666",11,2,0,1,6,0,436,4
"7667",31,2,0,1,12,0,396,4
"7668",40,2,0,1,10,0,221,4
"7669",19,2,1,0,4,0,392,1
"7670",29,2,1,1,15,0,188,4
"7671",2,2,1,1,11,0,344,2
"7672",1,2,0,1,13,0,400,2
"7673",3,2,0,1,3,1,825,3
"7674",40,2,0,0,1,1,613,3
"7675",3,2,1,0,9,0,358,2
"7676",32,2,1,1,12,0,192,4
"7677",50,2,1,1,13,0,108,4
"7678",45,2,0,1,13,0,94,4
"7679",44,2,1,0,8,0,261,1
"7680",26,2,0,1,9,0,471,4
"7681",43,2,1,0,0,0,302,1
"7682",10,2,0,0,5,1,621,3
"7683",42,2,1,1,2,0,85,4
"7684",10,2,1,1,2,0,434,4
"7685",16,2,0,1,12,0,309,4
"7686",29,3,0,1,13,0,310,4
"7687",41,3,1,1,15,0,287,4
"7688",12,3,0,1,9,0,478,4
"7689",3,3,1,1,12,0,435,2
"7690",6,3,0,0,11,0,413,2
"7691",49,3,1,0,12,0,192,1
"7692",48,3,0,0,10,0,146,1
"7693",25,3,1,1,12,0,377,4
"7694",29,3,0,0,9,0,335,1
"7695",30,3,1,1,15,0,291,4
"7696",36,3,0,1,15,0,238,4
"7697",17,3,0,0,7,0,296,2
"7698",45,3,0,0,1,0,47,1
"7699",4,3,1,0,10,1,583,3
"7700",0,3,0,1,11,0,308,2
"7701",38,3,0,0,12,0,133,1
"7702",23,3,1,0,12,0,172,1
"7703",34,3,1,1,11,0,411,4
"7704",44,3,1,0,8,0,368,1
"7705",46,3,0,0,12,0,139,1
"7706",0,3,1,1,15,0,393,2
"7707",29,3,0,0,11,0,259,1
"7708",2,3,1,1,15,1,785,3
"7709",33,3,1,1,8,0,424,4
"7710",0,3,0,0,2,1,613,3
"7711",13,3,0,1,11,0,311,4
"7712",43,3,0,0,4,0,467,1
"7713",32,3,1,1,14,1,500,3
"7714",0,3,0,0,15,0,154,2
"7715",51,3,1,1,14,0,133,4
"7716",11,3,0,0,3,0,436,2
"7717",4,3,1,0,1,1,632,3
"7718",48,3,1,0,7,0,138,1
"7719",34,3,1,1,12,0,410,4
"7720",2,3,1,1,11,0,358,2
"7721",53,3,0,1,4,0,83,4
"7722",7,3,1,0,14,0,392,2
"7723",43,3,1,1,15,0,297,4
"7724",8,3,1,1,9,0,441,4
"7725",39,3,0,1,8,0,480,4
"7726",27,3,0,1,9,0,479,4
"7727",49,3,0,1,12,0,218,4
"7728",42,3,1,1,2,0,111,4
"7729",47,3,0,1,14,0,150,4
"7730",43,3,0,0,6,0,269,1
"7731",27,3,0,0,14,0,336,2
"7732",6,3,1,0,0,1,578,3
"7733",38,3,1,0,5,0,456,1
"7734",4,3,1,0,13,0,498,2
"7735",11,3,1,1,7,0,401,4
"7736",25,3,1,0,8,0,350,1
"7737",5,3,0,1,10,0,455,2
"7738",43,3,0,0,8,0,184,1
"7739",47,3,1,1,11,0,310,4
"7740",13,3,0,0,5,0,435,2
"7741",4,3,1,1,2,1,1436,3
"7742",47,3,0,1,13,0,115,4
"7743",5,3,0,1,13,0,449,2
"7744",24,3,1,1,8,0,415,4
"7745",36,3,0,0,14,0,147,1
"7746",46,3,0,0,6,0,179,1
"7747",0,3,1,0,9,1,720,3
"7748",5,3,1,1,12,1,951,3
"7749",25,3,0,1,7,0,463,4
"7750",23,3,1,1,8,0,402,4
"7751",22,3,1,0,12,0,254,2
"7752",47,3,1,0,10,0,307,1
"7753",47,3,0,0,4,0,185,1
"7754",50,3,0,1,9,0,219,4
"7755",28,3,0,0,5,1,626,3
"7756",0,3,0,1,5,1,637,3
"7757",2,3,0,0,11,0,267,2
"7758",3,3,0,0,1,1,588,3
"7759",9,3,1,1,12,0,345,4
"7760",0,3,1,1,12,1,990,3
"7761",40,3,0,1,5,0,52,4
"7762",1,3,1,1,7,1,825,3
"7763",4,3,0,1,2,0,479,4
"7764",1,3,1,0,12,0,164,2
"7765",24,3,1,0,14,0,169,2
"7766",18,3,1,1,3,0,446,4
"7767",0,3,1,1,8,1,858,3
"7768",43,3,1,1,10,0,122,4
"7769",18,3,1,0,3,1,702,3
"7770",19,3,0,0,10,0,392,2
"7771",5,3,0,0,14,0,245,2
"7772",39,3,0,0,3,0,491,1
"7773",19,3,0,1,9,0,446,4
"7774",0,3,0,0,14,0,186,2
"7775",7,3,0,0,8,0,369,2
"7776",2,3,0,0,14,0,151,2
"7777",1,3,0,1,14,0,438,2
"7778",6,3,0,1,11,0,401,2
"7779",0,3,0,1,15,0,257,2
"7780",4,3,1,1,6,1,1217,3
"7781",43,3,1,0,14,0,191,1
"7782",47,3,1,0,9,0,235,1
"7783",0,3,0,1,11,0,294,2
"7784",45,3,1,0,7,0,241,1
"7785",45,3,1,1,10,0,120,4
"7786",33,3,0,0,12,0,190,1
"7787",40,3,0,1,12,0,259,4
"7788",45,3,0,1,10,0,363,4
"7789",18,3,0,1,14,0,360,4
"7790",0,3,1,0,6,1,865,3
"7791",25,3,1,0,14,0,190,2
"7792",42,3,0,1,15,0,226,4
"7793",43,3,1,0,3,0,288,1
"7794",24,3,1,1,10,0,346,4
"7795",41,3,1,0,12,0,34,1
"7796",18,3,1,1,13,0,255,4
"7797",20,3,0,0,4,0,459,1
"7798",41,3,1,1,14,0,47,4
"7799",0,3,1,0,14,0,187,2
"7800",18,3,0,0,10,0,318,2
"7801",46,3,0,0,0,0,355,1
"7802",41,3,1,0,1,0,139,1
"7803",47,3,0,0,8,0,204,1
"7804",7,3,1,0,7,0,422,2
"7805",12,3,0,1,7,0,374,4
"7806",5,3,1,0,10,0,411,2
"7807",7,3,0,0,8,0,318,2
"7808",18,3,0,0,8,0,337,2
"7809",3,3,1,0,15,0,207,2
"7810",30,3,0,1,9,0,419,4
"7811",2,3,0,1,11,0,458,2
"7812",4,3,1,0,11,1,531,3
"7813",23,3,0,1,15,0,198,4
"7814",38,3,0,1,3,1,566,3
"7815",48,3,0,0,7,0,190,1
"7816",11,3,0,1,12,0,314,2
"7817",32,3,1,0,12,0,344,1
"7818",48,3,0,1,9,0,305,4
"7819",6,3,0,1,12,0,188,2
"7820",0,3,1,0,15,1,515,3
"7821",6,3,1,1,12,1,956,3
"7822",36,3,0,0,9,0,312,1
"7823",3,3,1,0,13,0,361,2
"7824",8,3,0,0,14,0,340,2
"7825",13,3,1,0,2,1,641,3
"7826",8,3,0,1,12,1,569,3
"7827",42,3,0,1,2,0,241,4
"7828",10,3,0,1,11,0,383,2
"7829",26,3,0,1,6,0,394,4
"7830",20,3,0,1,6,0,473,4
"7831",5,3,1,0,11,0,480,2
"7832",0,3,0,0,13,0,154,2
"7833",6,3,0,1,1,1,583,3
"7834",26,3,0,0,4,0,499,1
"7835",41,3,0,0,7,0,239,1
"7836",31,3,0,1,1,1,686,3
"7837",26,3,1,0,10,0,393,1
"7838",38,3,1,1,8,0,431,4
"7839",5,3,0,1,11,0,316,2
"7840",40,3,1,1,14,0,329,4
"7841",10,3,1,0,15,0,329,2
"7842",21,3,0,0,7,0,323,1
"7843",1,3,0,0,12,0,401,2
"7844",21,3,1,1,1,0,465,4
"7845",0,3,1,0,12,1,519,3
"7846",41,3,0,0,13,0,87,1
"7847",8,3,1,1,8,0,381,4
"7848",0,3,1,0,8,1,639,3
"7849",45,3,0,0,8,0,148,1
"7850",43,3,1,0,7,0,99,1
"7851",49,3,0,1,10,0,111,4
"7852",24,3,1,0,12,0,195,1
"7853",34,3,1,0,14,0,314,1
"7854",51,3,1,1,8,0,355,4
"7855",5,3,1,1,9,1,901,3
"7856",20,3,0,0,14,0,313,2
"7857",7,3,1,1,12,1,1041,3
"7858",50,3,1,0,5,0,436,1
"7859",40,3,0,1,7,0,322,4
"7860",29,3,1,1,1,1,611,3
"7861",14,3,0,0,8,0,374,2
"7862",17,3,0,1,5,1,648,3
"7863",48,3,0,1,2,1,752,3
"7864",31,3,0,0,0,0,353,1
"7865",0,3,0,0,11,0,154,2
"7866",39,3,0,1,7,0,433,4
"7867",3,3,0,0,0,0,258,2
"7868",44,3,0,0,15,0,141,1
"7869",47,3,1,0,5,0,195,1
"7870",53,3,0,0,6,0,270,1
"7871",46,3,1,0,3,0,73,1
"7872",0,3,0,0,8,0,353,2
"7873",34,3,0,1,5,1,743,3
"7874",40,3,1,1,6,0,436,4
"7875",42,3,0,0,3,0,125,1
"7876",28,3,1,1,8,0,446,4
"7877",22,3,1,1,5,1,508,3
"7878",14,3,0,1,14,0,344,2
"7879",10,3,0,0,11,0,144,2
"7880",53,3,0,0,8,0,127,1
"7881",50,3,1,0,3,0,412,1
"7882",50,3,0,1,7,0,195,4
"7883",51,3,1,0,8,0,234,1
"7884",26,3,1,0,1,1,545,3
"7885",36,3,1,0,11,0,321,1
"7886",35,3,0,0,12,0,189,1
"7887",48,3,1,1,14,0,126,4
"7888",40,3,1,1,6,0,461,4
"7889",11,3,1,1,11,0,202,4
"7890",22,3,1,0,11,0,164,1
"7891",15,3,1,1,4,1,777,3
"7892",27,3,0,1,4,1,688,3
"7893",0,3,1,0,11,0,474,2
"7894",9,3,1,0,2,0,425,1
"7895",28,3,0,0,5,1,643,3
"7896",38,3,0,1,4,1,587,3
"7897",48,3,1,0,6,0,292,1
"7898",46,3,1,1,7,0,381,4
"7899",51,3,1,0,9,0,34,1
"7900",39,3,0,0,3,0,397,1
"7901",22,3,1,1,7,0,439,4
"7902",4,3,0,1,14,0,483,2
"7903",26,3,0,1,11,0,257,4
"7904",46,3,1,1,11,0,87,4
"7905",5,3,0,0,14,0,208,2
"7906",28,3,0,0,0,0,352,1
"7907",44,3,0,1,8,0,103,4
"7908",46,3,0,1,6,0,159,4
"7909",7,3,0,1,0,1,603,3
"7910",49,3,0,0,0,0,98,1
"7911",33,3,0,0,9,0,303,1
"7912",51,3,0,1,8,0,239,4
"7913",15,3,1,0,8,0,386,1
"7914",2,3,0,0,3,0,400,2
"7915",40,3,1,0,15,0,254,1
"7916",17,3,0,0,6,0,368,2
"7917",8,3,0,1,9,1,564,3
"7918",32,3,1,0,12,0,202,1
"7919",5,3,1,0,11,0,264,2
"7920",12,3,1,1,4,1,812,3
"7921",46,3,0,0,15,0,171,1
"7922",4,3,1,1,11,0,294,2
"7923",0,3,0,0,11,0,329,2
"7924",30,3,1,1,10,0,445,4
"7925",45,3,1,1,2,0,385,4
"7926",47,3,0,0,3,0,306,1
"7927",14,3,0,1,5,1,621,3
"7928",3,3,0,1,4,1,595,3
"7929",8,3,1,0,6,0,408,2
"7930",14,3,0,1,7,0,412,4
"7931",26,3,1,1,9,0,486,4
"7932",32,3,0,1,15,0,385,4
"7933",0,3,0,0,14,0,300,2
"7934",50,3,0,0,14,0,25,1
"7935",43,3,1,0,10,0,287,1
"7936",35,3,0,0,6,0,309,1
"7937",42,3,1,1,0,0,294,4
"7938",33,3,0,1,7,0,424,4
"7939",17,3,1,0,6,0,393,1
"7940",1,3,0,1,4,1,1006,3
"7941",18,3,1,1,1,1,675,3
"7942",9,3,1,1,9,0,402,4
"7943",32,3,0,0,1,1,558,3
"7944",41,3,0,0,10,0,162,1
"7945",50,3,0,1,6,0,71,4
"7946",5,3,0,1,15,0,308,2
"7947",50,3,0,1,2,0,498,4
"7948",20,3,0,1,9,0,396,4
"7949",2,3,1,0,4,1,1164,3
"7950",3,3,0,0,8,0,311,2
"7951",44,3,0,0,14,0,84,1
"7952",5,3,1,0,8,0,355,2
"7953",3,3,1,0,12,0,191,2
"7954",13,3,1,0,6,0,350,1
"7955",31,3,1,1,13,0,465,4
"7956",46,3,1,0,1,0,275,1
"7957",47,3,1,1,6,0,110,4
"7958",23,3,1,0,3,1,766,3
"7959",16,3,0,1,10,0,329,4
"7960",32,3,1,0,1,0,457,1
"7961",32,3,1,0,7,0,335,1
"7962",48,3,0,0,5,0,194,1
"7963",34,3,1,0,15,0,362,1
"7964",0,3,1,1,11,1,828,3
"7965",28,3,1,0,9,0,324,1
"7966",16,3,0,0,14,0,154,2
"7967",0,3,1,0,7,1,581,3
"7968",48,3,0,1,15,0,218,4
"7969",26,3,1,0,11,0,330,1
"7970",4,3,1,0,13,0,452,2
"7971",23,3,1,0,6,0,369,1
"7972",42,3,0,0,0,1,518,3
"7973",0,3,0,0,14,0,419,2
"7974",41,3,1,0,9,0,414,1
"7975",36,3,1,0,8,0,388,1
"7976",30,3,1,0,0,1,642,3
"7977",19,3,0,0,1,0,297,1
"7978",43,3,1,1,7,0,227,4
"7979",40,3,0,0,2,1,544,3
"7980",48,3,0,1,6,0,183,4
"7981",6,3,0,0,7,0,347,2
"7982",3,3,1,0,11,0,475,2
"7983",2,3,1,1,15,0,480,2
"7984",20,3,0,0,14,0,263,2
"7985",3,3,0,0,6,0,447,2
"7986",51,3,0,1,3,0,182,4
"7987",16,3,1,1,6,0,474,4
"7988",46,3,0,1,13,0,48,4
"7989",48,3,0,0,6,0,189,1
"7990",28,3,1,1,10,0,410,4
"7991",8,3,1,1,8,1,513,3
"7992",15,3,1,0,10,0,344,2
"7993",4,3,0,0,7,0,392,2
"7994",7,3,0,0,14,0,192,2
"7995",0,3,1,1,2,1,1205,3
"7996",18,3,0,0,10,0,335,2
"7997",19,3,1,0,10,0,397,2
"7998",12,3,0,0,2,1,582,3
"7999",47,3,0,0,15,0,41,1
"8000",17,3,0,0,7,0,324,2
"8001",14,3,0,1,5,1,759,3
"8002",6,3,1,0,15,0,226,2
"8003",3,3,1,1,8,1,1043,3
"8004",6,3,1,1,3,1,840,3
"8005",41,3,1,0,13,0,30,1
"8006",18,3,0,0,15,0,227,2
"8007",14,3,1,1,12,0,286,4
"8008",0,3,1,0,14,0,355,2
"8009",51,3,0,1,13,0,126,4
"8010",31,3,1,0,13,0,329,1
"8011",0,3,0,0,11,0,217,2
"8012",31,3,0,1,12,0,346,4
"8013",53,3,1,0,10,0,249,1
"8014",40,3,0,0,9,0,309,1
"8015",48,3,0,0,7,0,152,1
"8016",36,3,0,0,7,0,333,1
"8017",0,3,1,0,15,0,265,2
"8018",7,3,1,0,6,0,499,2
"8019",19,3,1,1,14,0,377,4
"8020",43,3,0,1,2,0,51,4
"8021",7,3,1,1,14,1,981,3
"8022",40,3,0,0,4,0,137,1
"8023",7,3,1,0,6,0,386,2
"8024",42,3,1,1,7,0,301,4
"8025",5,3,0,0,15,0,276,2
"8026",42,3,0,1,15,0,113,4
"8027",40,3,0,1,8,0,148,4
"8028",37,3,0,0,5,0,315,1
"8029",36,3,0,1,1,1,693,3
"8030",50,3,1,1,7,0,304,4
"8031",44,3,1,1,14,0,249,4
"8032",44,3,1,0,9,0,158,1
"8033",6,3,0,1,6,0,379,4
"8034",3,3,0,0,12,0,204,2
"8035",13,3,0,0,11,0,157,2
"8036",50,3,1,0,13,0,205,1
"8037",47,3,1,0,4,0,271,1
"8038",0,3,1,0,14,0,315,2
"8039",13,3,0,1,5,1,569,3
"8040",50,3,1,0,6,0,37,1
"8041",4,3,1,1,5,1,868,3
"8042",2,3,1,0,12,0,429,2
"8043",31,3,1,0,6,0,396,1
"8044",1,3,1,0,7,1,606,3
"8045",8,3,1,0,5,1,1054,3
"8046",31,3,1,0,11,0,265,1
"8047",48,3,1,1,10,0,49,4
"8048",31,3,1,1,6,1,519,3
"8049",0,3,1,0,13,0,215,2
"8050",13,3,0,0,9,0,321,2
"8051",0,3,0,0,12,0,144,2
"8052",0,3,1,0,11,0,326,2
"8053",42,3,1,0,5,0,242,1
"8054",48,3,0,1,10,0,197,4
"8055",19,3,0,0,7,0,309,1
"8056",1,3,0,1,12,0,494,2
"8057",4,3,0,0,11,0,434,2
"8058",15,3,1,0,0,0,421,1
"8059",20,3,0,0,10,0,358,2
"8060",20,3,1,1,15,0,300,4
"8061",45,3,0,1,4,0,478,4
"8062",3,3,1,0,12,0,359,2
"8063",7,3,1,0,14,0,230,2
"8064",25,3,0,1,8,0,409,4
"8065",38,3,1,1,12,0,295,4
"8066",3,3,0,1,13,0,292,2
"8067",7,3,0,0,2,0,427,2
"8068",46,3,1,0,1,0,377,1
"8069",47,3,1,0,4,0,275,1
"8070",0,3,0,0,7,0,318,2
"8071",43,3,1,1,14,0,200,4
"8072",8,3,1,0,4,0,402,1
"8073",28,3,1,1,13,0,178,4
"8074",42,3,0,0,5,0,43,1
"8075",8,3,1,0,3,0,460,1
"8076",51,3,1,0,3,0,260,1
"8077",39,3,1,1,13,0,269,4
"8078",4,3,1,0,11,0,145,2
"8079",0,3,1,1,7,1,1084,3
"8080",1,3,0,0,12,0,411,2
"8081",1,3,1,1,8,1,861,3
"8082",50,3,1,0,6,0,59,1
"8083",45,3,0,0,2,0,452,1
"8084",38,3,1,0,6,0,347,1
"8085",27,3,0,1,5,1,666,3
"8086",49,3,1,1,9,0,99,4
"8087",0,3,0,1,15,0,243,2
"8088",5,3,0,1,13,0,349,2
"8089",40,3,0,0,4,1,602,3
"8090",29,3,0,0,10,0,269,1
"8091",7,3,0,0,13,0,360,2
"8092",2,3,0,0,7,0,349,2
"8093",9,3,0,1,9,0,423,2
"8094",43,3,0,1,4,0,220,4
"8095",41,3,1,1,12,0,42,4
"8096",0,3,0,0,11,0,86,2
"8097",0,3,1,0,13,0,278,2
"8098",18,3,1,0,7,0,337,1
"8099",0,3,1,1,1,1,721,3
"8100",33,3,1,1,14,0,174,4
"8101",20,3,0,1,9,0,373,4
"8102",16,3,1,0,7,0,339,1
"8103",16,3,1,1,9,0,445,4
"8104",26,3,0,0,9,0,339,1
"8105",5,3,1,1,11,0,346,2
"8106",7,3,1,0,15,1,591,3
"8107",50,3,0,1,7,0,69,4
"8108",4,3,0,1,13,0,451,2
"8109",8,3,0,0,10,0,332,2
"8110",7,3,0,0,14,0,115,2
"8111",20,3,0,0,2,0,449,1
"8112",45,3,1,0,13,0,211,1
"8113",14,3,1,1,1,0,481,4
"8114",24,3,0,1,7,0,339,4
"8115",7,3,1,1,12,1,859,3
"8116",24,3,0,0,9,0,360,1
"8117",0,3,1,1,14,1,629,3
"8118",21,3,1,0,9,0,371,1
"8119",6,3,1,1,7,1,647,3
"8120",25,3,0,0,1,0,462,1
"8121",41,3,0,0,12,0,201,1
"8122",0,3,0,0,12,0,148,2
"8123",23,3,0,0,6,0,352,1
"8124",6,3,1,1,7,1,1154,3
"8125",24,3,0,0,14,0,348,2
"8126",6,3,0,1,6,0,456,4
"8127",1,3,1,0,14,0,463,2
"8128",44,3,0,0,11,0,235,1
"8129",14,3,0,1,0,1,840,3
"8130",48,3,0,1,5,0,228,4
"8131",47,3,0,1,2,1,530,3
"8132",44,3,0,0,2,0,256,1
"8133",31,3,1,0,14,0,204,1
"8134",33,3,1,0,12,0,306,1
"8135",45,3,1,1,8,0,273,4
"8136",4,3,1,0,12,0,182,2
"8137",0,3,0,0,12,0,246,2
"8138",5,3,0,0,9,0,415,2
"8139",53,3,1,1,6,0,299,4
"8140",1,3,1,1,4,1,1263,3
"8141",43,3,0,0,3,0,383,1
"8142",41,3,1,0,10,0,116,1
"8143",32,3,1,1,9,0,447,4
"8144",44,3,0,0,4,0,463,1
"8145",7,3,0,1,15,0,413,2
"8146",27,3,1,0,10,0,352,1
"8147",36,3,1,1,12,0,224,4
"8148",0,3,0,1,10,0,476,2
"8149",50,3,0,0,9,0,184,1
"8150",26,3,1,1,0,1,537,3
"8151",26,3,0,0,0,0,404,1
"8152",12,3,0,1,2,1,653,3
"8153",7,3,0,1,13,1,734,3
"8154",33,3,1,1,1,0,488,4
"8155",26,3,1,1,6,0,432,4
"8156",43,3,1,0,5,0,167,1
"8157",9,3,0,1,5,1,708,3
"8158",47,3,1,1,3,0,252,4
"8159",30,3,1,0,12,0,231,1
"8160",44,3,1,0,15,0,27,1
"8161",0,3,1,1,13,1,513,3
"8162",9,3,1,1,4,1,647,3
"8163",43,3,0,0,6,0,221,1
"8164",1,3,1,1,2,1,980,3
"8165",4,3,1,1,12,1,689,3
"8166",41,3,1,0,11,0,63,1
"8167",8,3,1,0,7,0,381,2
"8168",48,3,1,1,10,0,389,4
"8169",3,3,1,1,7,1,1004,3
"8170",10,3,0,1,12,0,329,2
"8171",0,3,1,1,15,0,489,2
"8172",39,3,1,0,12,0,172,1
"8173",43,3,1,1,3,0,304,4
"8174",35,3,0,0,2,0,393,1
"8175",43,3,0,0,8,0,116,1
"8176",43,3,1,1,3,1,517,3
"8177",49,3,1,0,6,0,264,1
"8178",0,3,1,0,5,1,539,3
"8179",47,3,0,1,13,0,114,4
"8180",18,3,1,1,3,1,546,3
"8181",9,3,1,1,7,0,399,4
"8182",2,3,1,1,6,1,910,3
"8183",31,3,1,0,9,0,419,1
"8184",13,3,1,0,4,1,727,3
"8185",49,3,0,0,3,0,419,1
"8186",0,3,0,0,8,0,437,2
"8187",36,3,0,1,12,0,209,4
"8188",32,3,0,0,1,1,555,3
"8189",4,3,1,0,8,1,729,3
"8190",28,3,1,0,12,0,215,1
"8191",24,3,1,0,9,0,367,1
"8192",8,3,0,0,12,0,238,2
"8193",9,3,1,0,1,0,430,1
"8194",45,3,0,1,1,0,401,4
"8195",30,3,1,1,2,1,762,3
"8196",24,3,1,1,6,1,542,3
"8197",28,3,0,1,6,0,380,4
"8198",7,3,0,1,5,0,498,4
"8199",1,3,1,0,2,1,1224,3
"8200",0,3,0,0,8,1,563,3
"8201",47,3,0,1,14,0,131,4
"8202",21,3,0,1,7,0,416,4
"8203",28,3,0,0,10,0,286,1
"8204",5,3,1,0,12,1,543,3
"8205",6,3,1,1,14,0,490,2
"8206",44,3,1,1,13,0,68,4
"8207",16,3,0,1,7,0,325,4
"8208",1,3,1,1,15,1,633,3
"8209",46,3,0,0,12,0,84,1
"8210",43,3,0,0,6,0,196,1
"8211",46,3,1,0,3,0,339,1
"8212",47,3,1,0,9,0,366,1
"8213",39,3,0,0,14,0,156,1
"8214",7,3,0,0,14,0,230,2
"8215",49,3,1,1,14,0,64,4
"8216",9,3,0,0,8,0,300,2
"8217",25,3,0,0,7,0,309,1
"8218",27,3,0,1,6,0,334,4
"8219",31,3,0,0,9,0,301,1
"8220",8,3,0,1,4,1,649,3
"8221",51,3,1,0,10,0,56,1
"8222",47,3,1,1,12,0,130,4
"8223",26,3,0,0,12,0,142,2
"8224",40,3,1,0,9,0,136,1
"8225",2,3,1,0,15,1,524,3
"8226",0,3,1,1,10,1,1042,3
"8227",1,3,1,0,10,1,528,3
"8228",5,3,0,1,0,1,587,3
"8229",46,3,0,1,3,0,107,4
"8230",22,3,1,0,15,0,327,2
"8231",43,3,1,0,8,0,180,1
"8232",41,3,1,0,8,0,292,1
"8233",0,3,0,1,11,1,551,3
"8234",22,3,1,0,6,0,388,1
"8235",43,3,1,0,2,0,302,1
"8236",49,3,0,0,3,0,65,1
"8237",0,3,1,1,14,1,675,3
"8238",40,3,0,1,15,0,121,4
"8239",19,3,0,0,5,1,568,3
"8240",52,3,0,1,8,0,215,4
"8241",32,3,1,0,6,0,347,1
"8242",33,3,1,1,15,0,174,4
"8243",12,3,0,0,5,0,475,2
"8244",21,3,1,0,11,0,344,2
"8245",41,3,1,0,10,0,36,1
"8246",48,3,0,0,6,0,171,1
"8247",41,3,1,1,7,0,44,4
"8248",18,3,0,0,13,0,213,2
"8249",40,3,0,0,10,0,304,1
"8250",16,3,1,0,5,1,529,3
"8251",50,3,0,0,6,0,35,1
"8252",50,3,0,1,12,0,326,4
"8253",29,3,1,0,10,0,407,1
"8254",6,3,0,1,14,1,504,3
"8255",21,3,0,0,9,0,336,2
"8256",6,3,0,0,11,0,286,2
"8257",21,3,0,0,7,0,330,1
"8258",8,3,1,0,3,0,495,1
"8259",44,3,1,1,15,0,63,4
"8260",11,3,1,0,1,0,484,1
"8261",38,3,1,1,8,0,464,4
"8262",1,3,0,0,13,0,107,2
"8263",45,3,0,0,2,1,598,3
"8264",50,3,0,1,7,0,133,4
"8265",48,3,0,0,8,0,287,1
"8266",45,3,1,1,10,0,402,4
"8267",12,3,0,0,7,0,324,2
"8268",7,3,0,1,0,1,779,3
"8269",47,3,1,0,6,0,330,1
"8270",21,3,1,1,7,1,512,3
"8271",10,3,0,0,10,0,295,2
"8272",16,3,1,1,6,0,391,4
"8273",32,3,0,1,11,0,373,4
"8274",38,3,0,1,15,0,238,4
"8275",26,3,1,0,7,0,354,1
"8276",18,3,0,0,12,0,145,2
"8277",46,3,0,1,11,0,296,4
"8278",37,3,1,0,10,0,380,1
"8279",51,3,1,1,10,0,43,4
"8280",4,3,0,0,14,0,284,2
"8281",12,3,1,1,13,0,139,4
"8282",33,3,0,1,10,0,472,4
"8283",1,3,1,0,15,0,324,2
"8284",0,3,1,0,15,1,602,3
"8285",4,3,0,1,14,0,296,2
"8286",2,3,1,1,7,1,1027,3
"8287",46,3,0,1,14,0,201,4
"8288",19,3,1,0,12,0,225,2
"8289",5,3,0,1,7,1,725,3
"8290",48,3,1,0,5,0,252,1
"8291",0,3,0,1,8,1,669,3
"8292",50,3,0,0,0,0,120,1
"8293",17,3,1,1,5,1,771,3
"8294",18,3,0,1,9,0,426,4
"8295",45,3,1,0,8,0,176,1
"8296",0,3,0,0,14,0,233,2
"8297",18,3,0,1,15,0,162,2
